id,name,position,year,Adjusted Estimate,Std. Error,z value,Pr(>|z|)
125,Leyton Borcherding,Skipper,25,2.485887016362191,0.123378202661224,-5.66800997834775,1.44465554392364e-08
126,Noyl Odom,Skipper,24,2.4677476814902004,0.117510761375862,-6.1053831178205,1.0255438177763202e-09
127,Katharine Doble,Skipper,26,2.4663062007861773,0.111552552781098,-6.44440383879994,1.16055688499241e-10
128,Kurt Stuebe,Skipper,27,2.462570987415384,0.186698354446773,-3.87054784110191,0.0001085910429338
129,Jeffrey Petersen,Skipper,25,2.460735660146999,0.216806430078826,-3.3415071672285,0.0008332486520424
130,Ethan Simpson,Skipper,27,2.4569742541259263,0.21793451985981,-3.34146993555282,0.0008333604117337
131,Thomas Styron,Skipper,24,2.4543353793812503,0.14160367521251,-5.1613103945116,2.45227184807766e-07
132,Libby Redmond,Skipper,24,2.445393766022062,0.115754325129157,-6.39114031643395,1.64653200167964e-10
133,bella casaretto,Skipper,26,2.4394362956411433,0.118693760658081,-6.28305650087013,3.31980338167879e-10
134,James Brock,Skipper,28,2.421483254471293,0.256927253825338,-2.97248592476884,0.0029539875410935
135,Lauren Russler,Skipper,26,2.405641166268084,0.119540138263421,-6.52128017595808,6.97098303684761e-11
136,Joshua Bartoszuk,Skipper,25,2.367116152461853,0.15207683450679,-5.37938437729807,7.4740978077125e-08
137,Taylor Eastman,Skipper,24,2.366777354651346,0.117377009437785,-6.97256259488422,3.1121911024337097e-12
138,Eric Anderson,Skipper,26,2.3597939742777583,0.167535969667244,-4.92671470800123,8.36237139414409e-07
139,Madison Bashaw,Skipper,24,2.354675300067626,0.103421458350863,-8.03044758150103,9.71177034944354e-16
140,J.J. Smith,Skipper,24,2.353369889636545,0.109956298999711,-7.56506010194343,3.8768531374581805e-14
141,Harrison Thomson,Skipper,26,2.3508131038107343,0.341245068879949,-2.44511312378677,0.0144806714086346
142,Felix Cutler,Skipper,26,2.344554615159388,0.206494470768888,-4.07101111166357,4.680951631197e-05
143,Winborne Majette,Skipper,27,2.343375690759892,0.128733110033441,-6.53926724195544,6.1820972308454e-11
144,John Wood,Skipper,26,2.3275462887180822,0.266118739993913,-3.22280802719175,0.0012694059845289
145,Spencer Barnes,Skipper,24,2.327057989126079,0.114246947595402,-7.51125460322652,5.85633673029086e-14
146,Miles Williams,Skipper,24,2.324464501840345,0.113037893436348,-7.61453856003564,2.64635172055896e-14
147,Ryan Ehnot,Skipper,26,2.3226016500104194,0.324335937382384,-2.65957037356987,0.0078240382962767
148,Dutch Byerly,Skipper,24,2.321275345395141,0.275587689538633,-3.1348299926161,0.0017195373272428
149,Torrey Chisari,Skipper,24,2.319094505321053,0.111508280807479,-7.76714866881416,8.02726065575694e-15
150,Matheo Graham-capasso,Skipper,26,2.318547212254344,0.247669693401935,-3.49921169602217,0.0004666359362231
151,Will Priebe,Skipper,24,2.316233242144162,0.103914186018801,-8.36231020329828,6.150187738899291e-17
152,Christian Pendergast,Skipper,28,2.315029287894322,0.437624278745341,-1.98838742392686,0.0467688585908347
153,Lucy Meagher,Skipper,27,2.314665576750799,0.117754346757076,-7.39276593501643,1.43805496954217e-13
154,Calvin Schmid,Skipper,26,2.309390881058729,0.156422419783008,-5.59897372967905,2.1562446648994e-08
155,Benjamin Honig,Skipper,26,2.3031629393218074,0.151363102644481,-5.82726533365609,5.6342994482199815e-09
156,Joey Meagher,Skipper,24,2.297077231499342,0.128705502575073,-6.90039392946111,5.18585307641466e-12
157,Andrew Ciszewski,Skipper,25,2.288846437093619,0.170986419742496,-5.24222604586315,1.58650841135614e-07
158,Declan Botwinick,Skipper,25,2.2887258251146863,0.123737267107874,-7.24494807421592,4.32604912632898e-13
159,Sophia Devling,Skipper,26,2.2836191601429983,0.11296896595747,-7.9807470341283,1.45450285114851e-15
160,Annie Buelt,Skipper,24,2.262641396699799,0.181951041979308,-5.07034471152815,3.97095808634266e-07
161,Alex Lech,Skipper,28,2.2603124961804983,0.192835037892159,-4.79624146154057,1.61670385219147e-06
162,Patrick Dolan,Skipper,25,2.258661906256503,0.111869176859428,-8.28229919904011,1.20819572961849e-16
163,Emily Allen,Skipper,25,2.2576613968390102,0.104720998610124,-8.85719689105348,8.2051538045976e-19
164,Everett Nash,Skipper,24,2.2527679356385453,0.144955762718863,-6.43250014369202,1.25521913081124e-10
165,Cole Schweda,Skipper,27,2.2491720089047673,0.180564891310774,-5.18386428533797,2.17335106432297e-07
166,Katherine McNamara,Skipper,26,2.240608572359238,0.119204405963074,-7.92409743722046,2.2980937495448903e-15
167,Noah Robitshek,Skipper,25,2.236958687462395,0.103604343360767,-9.15248513657686,5.5638602214263e-20
168,Jonathan Weed,Skipper,26,2.234043278532326,0.213440829311955,-4.45628244928777,8.33931448095095e-06
169,Charles Mckenzie,Skipper,25,2.231451208585755,0.236490951339171,-4.03290141195729,5.50923966784765e-05
170,Tyler Nash,Skipper,26,2.219280825210511,0.116073828390043,-8.32155782525194,8.68146458400882e-17
171,Drew Mastovsky,Skipper,26,2.2167938908746643,0.125034511116757,-7.74507774399713,9.552338178655031e-15
172,Diogo Silva,Skipper,26,2.205622018101309,0.116344629180035,-8.41958832959523,3.77809519389393e-17
173,Jack Roman,Skipper,26,2.204132114524202,0.11876657883642,-8.26043652384444,1.45140689845837e-16
174,Samuel Gavula,Skipper,24,2.2009053372990213,0.149080452963322,-6.60241194128759,4.04521567344895e-11
175,Payne Donaldson,Skipper,24,2.199541167889444,0.119288767140023,-8.26276233629104,1.42339464215096e-16
176,Matthew King,Skipper,24,2.196298281523883,0.123915800104342,-7.98039973756407,1.45860140159599e-15
177,Eliott Raison,Skipper,26,2.190191271609896,0.416119287934729,-2.39115238681942,0.0167955801365936
178,Luke Monnich,Skipper,25,2.190164884591247,0.418365935713881,-2.37837484035954,0.017389139073038
179,Grace Austin,Skipper,24,2.1897982661741913,0.288637094687088,-3.44861298947573,0.0005634736690597
180,Devon Owen,Skipper,27,2.187024301282589,0.195187930388338,-5.11390021344101,3.1557410768991e-07
181,Parker Purrington,Skipper,24,2.1863176953515433,0.125248278300195,-7.97518511520745,1.52152597053679e-15
182,Madeleine Rice,Skipper,24,2.1754595374416,0.127550797051253,-7.91634694614474,2.4459049763860306e-15
183,Shea Smith,Skipper,25,2.16507655984243,0.111047424004767,-9.18633952526799,4.06436782854049e-20
184,Jonnie Ciffolillo,Skipper,27,2.16145477231282,0.233940421019234,-4.37607628208737,1.20834741289531e-05
185,Ryan McGauley,Skipper,27,2.15985848313045,0.21261185253852,-4.82257882043713,1.41714001088147e-06
186,Peter Foley,Skipper,26,2.15461549105609,0.245289159122478,-4.20149187508911,2.65161765529053e-05
187,Ximena Escobar,Skipper,25,2.14579884577332,0.183383921296058,-5.66787451722817,1.44579783291082e-08
188,Claire Siegel-Wilson,Skipper,24,2.1389487681554904,0.110942315818532,-9.4305506810627,4.0794155349038e-21
189,Audrey Foley,Skipper,28,2.13381280009572,0.172656636883406,-6.08944503402377,1.13302756190002e-09
190,Dominik spinelli,Skipper,27,2.13319241124609,0.204676822684956,-5.13982714364193,2.74991325794562e-07
191,Connor Bennett,Skipper,26,2.13057973591675,0.169939302888023,-6.2058402401167,5.44054263749389e-10
192,Michelangelo Vecchio,Skipper,27,2.12921268206935,0.155226056567809,-6.80287344429172,1.0255273465290699e-11
193,Eric Pohl,Skipper,28,2.12723259754502,0.929379155119069,-1.13835488646833,0.254972323837131
194,Gus Macaulay,Skipper,27,2.12705626592088,0.165887222732569,-6.37866869313733,1.78634005684856e-10
195,Emily Mueller,Skipper,25,2.1262770134401903,0.117124510889228,-9.04096741729759,1.55291318008963e-19
196,Jack Flores,Skipper,25,2.12514964402698,0.116482981128182,-9.1004389298994,8.99674912703489e-20
197,Laura Hamilton,Skipper,27,2.1193787890716704,0.123512813633435,-8.62920275015449,6.17810908544816e-18
198,Clark Morris,Skipper,26,2.11587741763696,0.130752809828143,-8.17816828506504,2.88191100498903e-16
199,Nathan Jensen,Skipper,27,2.10327543756343,0.184064649172032,-5.87793727616867,4.15410253705627e-09
200,Caroline James,Skipper,24,2.1003016222876703,0.277292569138374,-3.9124534827602,9.13631408645471e-05
201,Alex Adams,Skipper,26,2.09971837890608,0.121525928527131,-8.93206523419575,4.18128806501297e-19
202,Peter Lobaugh,Skipper,24,2.09869544642246,0.132060715118553,-8.22727979898331,1.91512751149999e-16
203,Nina Lubchenco,Skipper,25,2.0969942477064203,0.777625303438643,-1.39939074466609,0.161695840801223
204,Sam Spencer,Skipper,24,2.09590224759208,0.450989741425086,-2.41534020069386,0.0157205188946865
205,Nick Budington,Skipper,25,2.0957111007133,0.146971667102579,-7.41288998704027,1.23576395304346e-13
206,Benjamin Smith,Skipper,26,2.0952523385599804,0.226848144556846,-4.80472769008482,1.54962264386889e-06
207,Emily Doble,Skipper,28,2.09416890739717,0.22796959576838,-4.78584430999277,1.70270012886066e-06
208,Sara Schumann,Skipper,25,2.09396416982226,0.136967851176589,-7.96706468678888,1.6248762184401001e-15
209,Braden Vogel,Skipper,27,2.08594096469466,0.165370310861957,-6.64723268482912,2.98654705695013e-11
210,James O’Gwen,Skipper,27,2.0848102628480403,0.24937619835824,-4.41255277990818,1.02158879241968e-05
211,Kyra Phelan,Skipper,26,2.08193352902682,0.127631372699066,-8.64413151561969,5.42160801678738e-18
212,Mathias Reimer,Skipper,27,2.06982222899115,0.134060464983667,-8.31992990104397,8.80153510631231e-17
213,Kay Brunsvold,Skipper,25,2.0685067849092,0.128199751995951,-8.71054037048912,3.0242958939855898e-18
214,Beckett Kumler,Skipper,24,2.06324567981328,0.127756398435213,-8.78194935114965,1.6066544151903598e-18
215,Bella Shakespeare,Skipper,27,2.06282658619355,0.284103504225062,-3.95056483736273,7.79669721515252e-05
216,Charlotte Costikyan,Skipper,24,2.0567359056222,0.117369823047384,-9.61456671940998,6.94009170288131e-22
217,Jack Solmo,Skipper,25,2.05212023811771,0.275353382003048,-4.11498727125264,3.87200781261878e-05
218,Grace Squires,Skipper,24,2.0496029613902103,0.12115273583272,-9.37323396752976,7.0343471586527e-21
219,Cole Woodworth,Skipper,26,2.04568132534202,0.146721224324952,-7.76652853094279,8.06664158312258e-15
220,Lucy Spearman,Skipper,25,2.04559813972101,0.173518254475259,-6.56759580645793,5.1134112447093e-11
221,Leopold Brandl,Skipper,24,2.04355069819626,0.200137925300914,-5.70429217872553,1.16827533386483e-08
222,Marcus Greco,Skipper,28,2.03585066344954,1.03025026526764,-1.11559809830139,0.264594206507133
223,Everett Botwinick,Skipper,26,2.03458018008336,0.126984430244011,-9.06107715616992,1.2916859765101501e-19
224,Luke Harris,Skipper,27,2.02435868716033,0.152810333575088,-7.59658843638267,3.04039545985398e-14
225,Landon Cormie,Skipper,27,2.02267169816725,0.173834271904161,-6.68754319418842,2.26948238595713e-11
226,Wyatt Bischoff,Skipper,27,2.0204068458140503,0.154476308893525,-7.54024395511303,4.6909307731488204e-14
227,Connor Macken,Skipper,24,2.0112158428610103,0.125310802432868,-9.36854632244925,7.353833451369391e-21
228,Oscar MacGillivray,Skipper,24,2.0102071246146203,0.127583769013868,-9.20954745751622,3.2750272823565e-20
229,Patrick Igoe,Skipper,26,2.00969620216169,0.133464206465292,-8.80760264588708,1.27850715933106e-18
230,John Majernik,Skipper,25,2.00887204968305,0.233230311920779,-5.04361478911512,4.56818506691072e-07
231,Kate Danielson,Skipper,28,2.00877456144923,0.223289708515658,-5.26858737255639,1.37477603275408e-07
232,Eva Ermlich,Skipper,26,2.00619104643548,0.101783907393859,-11.5834112082071,5.0015406704501605e-31
233,Eden Nykamp,Skipper,25,2.00245158565441,0.115883759040603,-10.2062991768139,1.85817473877362e-24
234,Boris Bialer,Skipper,26,2.00123490421802,0.715842776679364,-1.65393999144719,0.0981397060150851
235,Lauren Ehnot,Skipper,24,2.00117727825629,0.160731707137215,-7.36642846012672,1.75259924299424e-13
236,Ben Sheppard,Skipper,27,2.0006243746327304,0.218831789594026,-5.41316016160856,6.19220568192012e-08
237,Kelly Bates,Skipper,26,1.9975095749975602,0.135933679852614,-8.73724838794041,2.38856919351169e-18
238,Blake Buckner,Skipper,24,1.9944306890890502,0.224886716326879,-5.29495574712719,1.19045235597432e-07
239,Benjamin Stone,Skipper,27,1.9924254450334402,0.213541713504718,-5.58565554030186,2.32820302528975e-08
240,William Bailey,Skipper,24,1.98995932429212,0.141066984276028,-8.47282999632121,2.39501992913553e-17
241,Mia Hanes,Skipper,24,1.9808504100753601,0.143828540365001,-8.37348058337334,5.594090577367001e-17
242,Tristan McDonald,Skipper,28,1.9801237630409,0.170902644005054,-7.0512199745727,1.77355853560884e-12
243,Connor Rosow,Skipper,24,1.9756147691210602,0.122677081560809,-9.85987859872583,6.21244595505668e-23
244,Griffin Gigliotti,Skipper,26,1.9734860101472302,0.325484790609547,-3.72278498095157,0.0001970373141368
245,Zachariah Schemel,Skipper,25,1.97010827353711,0.133640625441541,-9.09220248412435,9.70527406965361e-20
246,Emma Shakespeare,Skipper,24,1.96876391378037,0.110840003072143,-10.9746657583951,5.0592613638445195e-28
247,Henry Lee,Skipper,24,1.9634775627896501,0.120606617371744,-10.1297786472303,4.07571026912632e-24
248,Alexandra Chigas,Skipper,26,1.95597301482836,0.247290267610638,-4.97076936025515,6.6687742005423e-07
249,Ava Gustafson,Skipper,28,1.9530904947554502,0.448752640872629,-2.74562262854936,0.0060396191181855
250,Chris Salas,Skipper,26,1.9516542410567101,0.896252839075383,-1.37633221934615,0.168718802201901
251,Rogelio Casellas,Skipper,28,1.95078056731522,0.251183765469182,-4.91439138407555,8.90586815752504e-07
252,Tiare Sierra,Skipper,25,1.9479553282531101,0.0986462795359627,-12.5421919379378,4.3869111068287695e-36
253,Luke Zylinski,Skipper,26,1.94546077499012,0.12389013114587,-10.0067302673755,1.42380642613195e-23
254,Kevin Gosselin,Skipper,27,1.94493813353849,0.159241787809058,-7.78851948148988,6.779891957054921e-15
255,Jedidiah Bechtel,Skipper,26,1.9370721404330602,0.131986386786557,-9.45645827657954,3.18550278307307e-21
256,Jordan Vieira,Skipper,28,1.9352691466592102,0.183207120175479,-6.82247912799576,8.94826343495118e-12
257,matthew Monts,Skipper,24,1.93228369036797,0.136839841183715,-9.15604840630109,5.38325151732671e-20
258,Oakley Cunningham,Skipper,27,1.9293715135814602,0.272767583921569,-4.60400890941739,4.14434721316677e-06
259,Jed Lory,Skipper,27,1.92441124252325,0.164007346660054,-7.68736695830254,1.50193893808971e-14
260,Bradley Whiteway,Skipper,26,1.9215553334585,0.124830718592543,-10.1228333934594,4.37561853940294e-24
261,Connor McHugh,Skipper,28,1.9052891039552402,0.208439235172015,-6.1404312635533,8.22977407571534e-10
262,Ava Anderson,Skipper,27,1.9047769899789901,0.166950043145662,-7.66947337090821,1.72703951676381e-14
